product_name,review,rating
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Very very nice phone..😍😍
Camera is Lub 🥰🥰🥰
Display is superb..👍👍",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Nothing to say anything
Wow osm 👌 mind blowing performance
Love you Samsung #s23",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Amazing camera.
Loved the design and look and feel of the phone.
Battery could have been better. However it works for me. Light weight as well.
Overall its a really good phone. Didnt like iphone much from the store. Moreover it felt like I am giving up too many features in iphone and the price range is similar.

Hence got the s23 and I absolutely love this phone.",4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","ABSOLUTE BEAST.

🌟🌟🌟🌟🌟
Camera, display, performance, design and build quality, apart from fast charging everything is outstanding",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",On first day phone screen went complete black while running some backup restore but after hard reset phone is working fine and not faced any problem. I was looking for compact phone for single hand use. Camera and battery life is good.,4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Camera, design, performance, form factor everything is top notch",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","User experience is amazing. Display and performance are top notch! Camera is also really nice, best part, photos are natural. The only draw back is battery backup and heating issue, if these two things were better this would have been the best flagship in this range.",4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Worth 💓,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Writing brutally honest review

I have been using this beast for the last 2 weeks so I have pretty much experienced everything.

I wanted a compact phone for work purposes and my usage includes 30+ calls in a day , 8-10 emails , opening 2-3 sheets as and when required. While I was searching for a compact and powerful device almost everyone suggested that I go for an iPhone 13/14. But since I've used apple I was more inclined towards Android and there're hardly any options available in Androi...
READ MORE",4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Nice design , handy phone night Camra awesome",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",great picture quality just wow... powerful performance ....only heting problem,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",One word review- A Compact Beast 😍,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Don't panic, for couple of days battery will drain very fast and phone would be heating a lot. Once updated to latest software version above issues would get resolved.
PROS: compact handy phone, call quality excellent, internet connectivity stable and fast, camera excellent, AI features, Samsung proprietary features like Galaxy watch, wallet, store, Knox support
CONS: battery will last a day on average to medium use, no charger provided in the box charging time almost 90 min for 3900 mAH b...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Very very good phone in 20204 and best flagship phone of the 2023.
performance very smooth and soft 5/5
Camera quality woww 5 🌟
Looks and design 5 🌟
Price also good in this price range this is the best phone for Android lovers and users.",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Camera is just amazing 👏
Display is Love ❤️
Battery is not that great 😒
Slightly heat 🥵",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",I was using iPhone for a long time while switching back to Android I had my doubts but this phone absolutely crush the iphone last I used was 12 pro and got 14 pro for my friend well i still don't think it can go toe to toe against 14 pro but other than that it will be absolute winner in camera display sound battery backup and now there is call background we can have full screen photo on caller ID one of the thing i loved about ios and it's in this too go for it don't think twice.,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Waited almost 20days after prebooked Really a excellent product from Samsung,used I phone from last 4years now really enjoying using this phone
1,when compared to other flagships this phone is very less weight (so don't expect battery too much)
2.camera quality is great
3.mediam performance user ,sure 1day you can expect battery
4.little bit heating issue when updating the OS and installing 30 more apps back to back
5.face I'd and bio metric is too fast
6.Over all feeling happy when using th...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Superb phone with ultra fast processor....Of course the display is best and the screen size which is very handy. Battery performance is very good....Very happy with product...#PerformanceBeast,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Must buy

It's like robot in your ✋️",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","EDIT: Review after 17 months usage
There are hundreds of reviews for this device so let me get straight to the pros and cons as a normal user.
Cons:
1. Battery life is not as great as many reviewers say, I'm not a heavy user but if I'm traveling and using phone data the device doesn't even last a day. A hard reset did help improving the battery performance but still it hardly lasts a day.
2. Samsung is providing 45W charging speed for the Plus and Ultra models but only 25W for S23, this is d...
READ MORE",4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Wonderful camera performance if you love shooting must go for it, battery is quite good would last for a day if you are not a heavy user.. design is very good i must say overall a very good phone from #samsung",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Samsung is a classleading product. Better than apple in all aspects like camera battery feel to use flagship phone. Thanks flipkart.,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",I absolutely loved the phone. It feels so premium and compact to hold it. The camera is just phenomenal. Brightness is the best in class. Absolute deal breaker!!,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","After jumping from pixel 4a and edge 30 to Samsung s23, color is fab, performance and battery are very good and improved compared to previous S series. Camera and mainly video quality beats apple.",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Delivery- Ontime
Package - average
first impression - Excellent
Camera- very good
user-friendly and lot many features
Compact and solidly built.
Good battery backup

Heating issue- this is only during charging. And it is expected behavior.",4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","I got it for 50k with emi for that price it's really good and best of the best , I was having a bit confusion when I thought of upgrading my phone. When the sale came s23 had a offer so I bought it, now Im not regretting my choice ❤️",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Exchanged iPhone 11 for this. Worth it. Had very bad experience with Android but man this phone is buttery smooth.

No heating.
Battery is excellent.
Ui is clean and easy to use and customise.
Small and handy.
Very beautiful design.
Kudos Samsung.",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","I am giving the review after 10 months, this is a very good mobile, you will not find anything better than this in the market, till now not any issue with it ❤️❤",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","I switched my phone after 3.5 yrs and it's really a good phone.

Good battery life for an average user like me. Display and design both are awesome. It clicks good photos.. both day and night.
The phone is really fast and smooth

Finger print scanner is also great except one or two times.
Metallic side designs is also great",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","I got this product at 38k in big billon 128gb variant. At this price i will say i got best smartphone.

Probs
1) excellent design.
2) light weight pocket frendly device.
3) good camera
4) performance is really excellent.

Cons-
1) videography in night not gets good results.
2) little bit heating issue there if you use this device without case. But highlighting that heating issue does not affect to its performance.
Thinking it is compact phone small heating problem is ignorable.



Average p...
READ MORE",4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","I've used it for a month now and I can say one thing for sure, This is the best phone I've used till now. I've got it for 40k after offers and exchange and I've never had a regret once. Ultra may have more advanced features, but me as a fan of handy phones, S23 feels right for me.",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","This is really compact monster 😍 everytime feels excited to holding this phone in hand. Don't bother about battery life, it gives easily more than 1 day and there are wok around to improve the battery life - manage the performance profile switching from standard to light, and select 60hrtz refresh rate, and I am not a gamer, and hence for daily usage battery is sufficient, Samsung provides 4 years security and OS updates, camera clarity is very good, audio- cristal clear, oueUI is awesome, i...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Samsung trusted company 👌,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","the phone feel premium in hand. good design . very good display . battery is okay 5-6hrs sot. performance is top notch . camera testing pending . clicked few pictures ,sometimes greenish tint appears.

will update review after one week. I was a S20FE user before.",4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","I upgraded to this from Redmi Note 4, so it is a very significant upgrade for me. Phone is fast, super responsive with no lag at all which is what you expect from a Snapdragon 8 gen 2 for Galaxy. I got 256 GB variant, so I have UFS 4.0 storage. Best camera and display, design wise looks awesome with thin and even bezels. Phone is a bit small which is perfect for my small palm but that means battery is also small and gives around 6 hours of screen on time. If you are just watching downloaded v...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","This is the what i am waiting for. Now i am loving it all.
Camera is awesome
Battery is pretty good
Display is totally smooth
Speaker is clear and loud
It's perfect compact flagship. You must go for it.",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","The best small size phone (6.1 inch display) I have used.

It's a Samsung flagship and they have got almost everything right - Fantastic cameras, Awesome AI, Amazing and Premium Display, Design, Size, Smooth and Excellent to use and to a good extent, even for high resource usage tasks. Battery consumption is also very well optimised and charges at a good speed.

The only minor improvement per me could be, a slightly higher capacity battery and faster charging.

Highly recommended S23, if you ...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Overall better than any other phone except for s23ultra😉,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","After almost 15 days of usage, Samsung S23 has lived up to my expectations. The obvious pros are its compact form factor and splendid display. During the initial few days of usage, the phone does get warm along the metal frame while multitasking or using heavy apps, but that has settled down now with continuous optimization. It still gets slightly warm but nothing too alarming.
One suggestion for those users who take a lot of pictures or videos is that the 128 GB may seem to be a little short...
READ MORE",4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Very nice phone...thought of going to iphone 15/14..but jus experience in store before buying both....u will know the difference...the AI features standout on all.,4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Overall very good phone.
if you use your mobile extensively then battery MAY disappoint you. For me battery is enough to survive whole day.

Camera is good. it will take pictures close to reality. if you are relame/poco/oppo and other Chinese phone user and planning to switch to samsung then be mindful that camera selfi will take your real photo and will not apply lipstick and makeup and you may end up hating you own face.

In performance department as well it is excellent.

while charging ph...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Best performance, best build quality..I'm also getting great battery life..totally worth in BBD price",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Beast with small battery 🔋 💪,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Battery could be better. But this is ultimately CHOTA DON. Far far better choice against iPhone. Fully powerpack and all in one. Superb phone but noticed some overheating issues..,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",In a world of big display smart phone lovers there is a very small community that wants a small and compact phone.If you are that person go for it.You will love it in every aspect.,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","I purchased this phone by exchanging one plus 7t, I went to shop for purchasing one plus 11, iPhone 13 or 14 but after seeing this phone I changed my mind within less than 5 minutes, as I wanted phone with best photography, yes I am fully satisfied with camera but battery completely disappointing, I went to Dubai where I had to carry Power bank always to ensure phone does go dead, in a day I had to charge 2 times. Processor, display, camera all are outstanding. So decision is yours, if y...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","The phone is awesome,I got this by 52k.But it is worth the price.
Display is awesome
Indisplay finger print is very much responsive
Battery backup is ok for one day use
Camera performance is top notch
Portrait mode is like Dslr cameras
Night mode is also good
Videography is good
Good refresh rate
One hand phone
Only drawbacks are no charger inside the box we have to purchase separately
Charging speed is more than 1 hour to full charge.",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Good Product,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Superb,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","I switched from iPhone 13 to Samsung galaxy s23. If l compare it to my iPhone , It leads in photography,display, refresh rate and ties with iPhone 13 in performance.The two sectors where s23 is behind iPhone 13 are Speakers and battery life . And Lastly,both of the UI's are great .",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Mind blowing buttery performance and clarity in camera..best smartphone in 2k23,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Superb smart phone,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Best phone by Samsung..,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Really great and handy phone. And i cant say any negetives on this phone so far. Decent battery and awesome butter smooth display experience with 120hz refresh rate. And great camera too,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Must say a beautiful phone..finally happy to buy it over iphone.

Pros-
Really good camera setup.
Screen is super awesome.
I love the haptics .. best till date.
A lot of customisation.
And last u r getting a computer.. by connecting it to a monitor thru samsung dex.

Cons- only battery charging time and battery is kind of low.

Overall a lovely experience go for it..
If u r confused bw iphone and samsung go for it and u will not be disappointed. 😊",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Mobile is fantastic. the best feature is its size. The camera works well, and UI experience is also good.
The only concern is its battery and heating issue, I have been using this mobile for 1 week, and the heating issue always persists. We can get the battery until 8 pm. in moderate usage. I am never playing games on mobile. Display is top notch even better than the iPhone 14 pro. S23 Phone is better in so many segments compared to iPhone 14 pro. It never hangs, even if we use so many applic...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Better than iphone 15☠️,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Iam sharing my experience after 12 days of excessive use
Display is top notch you can feel how premium it is.
Performance is on the another level
I don't game lot and afterall it isn't a gaming device.it doesn't compromise
And the main thing everyone is complaining about is the battery.
So in my experience many of those guys doesn't used any flagship device before.
This phone is compact and everything is packed in right here.
Right now i use my device in max settings nothing is turned off....
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","After using for about 1 month; its a fantastic phone
Rather blabbering, i will tell the key points
1. No heating issues
2. Great battery backup; lasts upto 1 day on moderate usage
3. Awesome display and its feel
4. Works flawlessly with galaxy watch 4 and buds 2
5. No lagging
6. Easy to hold in hands
7. Knox is best
8. Camera's potrait and zoom pictures are excellent

But concern is that hope Samsung doesn't slow it down on future updates so as to promote newer galaxies",4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Writing this review after using for 6 months
Pros:
Camera quality is impressive especially Portait mode.. The quality of images are similar to DSLR camera. Phone is smooth and it works like a magic.
Cons:
As this is compact phone.. typing something needs more care.. lot of typi mistakes by using tge small keyboard.
Fingerprint doesn't work sometimes.Had to to try multiple times.
Battery drains faster..always need to carry backup or charger with you.",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Best compact phone but there's no any update for VoNR yet. Only issue with Samsung flagships is that their fingerprint doesn't work well with any tempered glass.,4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Nice phone , handy , power pack , good ui, timely update",4
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Pros-
1. Battery is surprisingly good for a compact form factor.
2. OneUI is so well polished for this S23. And excellent software update support.
3. Camera is one of the best in the industry.
4. Snapdragon 8 Gen2 is a beast. Powerful as well as efficient.

Cons-
1. Can get warm sometime.
2. Charging speed is slow at 25W, should have been 45W instead.

Verdict- Best is class (Compact True Flagship)",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","I purchased this phone on Flipkart GOAT sale. Got it in 47k 256 gb variant. Using it for almost a month.
1. Camera , display, performance is quite impressive.
2. I am not a heavy user and don't play games on small screen due to which i get excellent battery backup. I charge only once in a day and that too not 100%. Still i get entire day backp.

3. S23 series also got Samsung AI features so not much missing on anything which is there in S24 series.

S23 has Snapdragon 8 gen 2 processor com...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","I have been using this device for almost a year now, am just loving with device day by day❤️ especially security (knox), optimization, AI features of UI is too good..
My opinion
1. Design/ build quality: 5/5 for a compact phone
2. Performance: 5/5 not even a single issue or lag faced till now awesome optimization
3. Battery: 4/5 u can get 7.30 hours SOT with wifi and 6 hours on 5g data with one charge
4. Camera : 5/5 can beat iphone 15 too.. and it easily beats iphone 14 camera
5. Overvi...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Switching from ios to android I thought I would regret it but I was wrong. The display and os is excellent. I recommend downloading the Goodlock from samsung store. The phone heats up slightly while playing bgmi but overall it's good. No lags or framedrop. And battery backup is excellent although it is a compact phone.,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","This time samsung has done great job.
Top notch processing
Top noth Camera
Good battery backup
Premium looks
Best UI in android world",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Long term review, moving from apple to samsung

Battery is great for normal usage. For gamers or heavy usage, its good but wont last whole day probably.
Camera is good.
Gameplay(bgmi/genshin) great. Wont lag much, might see some frame drops in bgmi customs otherwise no.
Look and feel is very premium especially for the green color.
Compared to apple
120 refresh rate is great.
We have telephoto zoom.
Comparable battery life.
No lags while using the phone.

Cons:
UI can use some improvements.
P...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",One of the best phones money can buy. But you will be left wanting for bigger battery and fast charging. 8/10,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Product is good
Cons: While using cam heating issue
Battery back up less
When we bought with 70K they should provide case and charming adoptor, but no case no charging adopotor

Pros: processor, cam, display, design, looks premium.

Note: When I try to sign in some other 2 numbers also coming that means it is used one. Where ever mobile number is required it is showing 2 other numbers which is not mine. Also I have seen a very minor scratch at the top of phone. Flipkart simply cheated custom...
READ MORE",3
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","One thing is clear to me that almost everyone who has put negative reviews on battery life of this phone is stupid...... people with no damn knowledge of how hardware works..... keeping refresh rate at 120hz will obviously drain the battery of any phone faster, even if it has 20000mah battery..... bring the refresh rate down to standard and see the magic happen.... I charge my S23 beast only once in 24hrs ..... nothing comes close to the performance of this beauty..... wrote this after 2 mont...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","The phone is gonna stand trial by fire. Minimum 5-6 years is the limit that I will use, rest the samsung will decide
Highly recommended for people who want to invest rather than purchase a new year every year or two.",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","It's a great phone to buy if u are looking for compact phone, but dont do the same mistake as I did . buy a thin slim case to enjoy the phones slim bezels . I bought a armored case and now besels looks thick",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Pros
1)CAMERA- 5 out of 5. The ultrawide camera can get a little work done because in some environment photos seems a little dark then main camera.
2)DISPLAY- 5 OUT 5. The display is stunning and that 120hz is criminally smooth.
3)BATTERY- 4.5 out of 5. 3900mah feels good Enough for me .But a little bit more mah and it would me much appreciated.
4)SOUND- 4 OUT OF 5. With dolby atmos stereo speakers sounds great. But the bass seems a little low than its bigger sibling s23+.
5)STORAGE AND RAM...
READ MORE",5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews",Camera just wow,5
"SAMSUNG Galaxy S23 5G (Cream, 128 GB) Reviews","Good,Compact, more battery then expected, best for normal use, better than iPhone 13 or 14, Android has much more power and customization as compared to any other OS. In this scenario samsung s23 is best.",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","The camera is next level. But I'm facing some major heating issues and battery drain issues.
.
.
.
But camera OG🔥",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Camera quality is amazing,5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Awesome phone 👍📱,5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","Camera and display is superb 👌
But bettary is a drawback , could be better.
Heating is a issue with it.
Over all phone is awesome except bettary and heating. One star cut for that.",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","Awesome photography like apple must buy don't go with negative review
Only issue with heating normally heat",5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Everything is okay but there is heating issue with this phone,4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","The camera is aswome, battery is big problem this phone, after new update heating issue 50% solved. Nice design premium look, overall good phone this budget. If you are hard-core gamer this phone not for You.. if you are looking nice camera, nice design, good looking, you can go this phone.",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","The camera is good for taking photos and recording videos. I bought this phone from Big Billion Days Sale 8GB, 128GB variant. The phone design is awesome and handy. I installed Office Outlook and Teams for work purposes, and after installing this app, I felt slightly slow, and then the rest of the thing everything was ok. Im sharing 10 days using experience.",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","This photo is the best camera phone under 40k
Fully satisfied with the telephoto images
And the quality of the videos is just awesome
You can shoot 4k 60fps video with ultrawide lens too
One thing that you will have to compromise with is it's battery
On 80% charge it can give you upto 5hrs of SOT
Overall performance - 8/10",5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",I m writing this review after 15 days of buying it in bbd sale in the price of 28k ..overall very good phone ...only issue is battery drain ...2 times charging need in a day...some heating issue which is normal like all phones,4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","It's an excellent phone with great display, performance, camera. It ticks almost all the boxes.
I faced heating issues for first 2 days while updates where happening.

Cons:
Battery life. First 2 days, it was not even lasting one day, now it improved and lasting one day but barely",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Excellent product,5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Nice,4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Bought this for mom so far good. Bezel are thick overall performance is good. Camera is good,4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","📷-awesome
Display-outstanding
🔋-could be better
Performance-best",5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","Quality wise it will not disappoint you. Good build and gives premium feeling.
Camera is ultimate hero for this phone.
Battery is also good, for normal usage you won't see any drawback.
Performance is also decent , one ui 6.1 comes with good features. Which you cant see in same price segment mobiles.
Thank you",5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Battery last Max a day with moderate use. Rest is best.,5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","Brought Samsung galaxy S23 fe 15 days ago....
Camera Quality is good , Battery last for 1 , touch is Quite soft , overall Gives a premium look... nice phone.",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","the Samsung Galaxy S23 FE 128GB variant delivers an almost flagship-level experience with its stunning display, powerful performance, and versatile camera system. The only significant drawback is the battery life, which might not suffice for power users. Nevertheless, for those seeking a high-quality smartphone at a reasonable price, the Galaxy S23 FE is a compelling choice that offers great value for money.Overall, despite the battery backup issue, my experience with the Samsung Galaxy S23 F...
READ MORE",5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Battery drains fast...but all other features are top notch...this is my first Samsung mobile...I am satisfied 😄 👌,5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","The camera side is super ok but battery performance is very bad im charging this mobile twice daily,mobile heating is one oth major problem in this mobile you can't bear that heat due to back side glass,if you use glash its also get heated within a few minutes,design is ok,touch screen is very much adaptive,display is also good.if samsung overcome these above issues then it will be the best phone for ever otherwise its waste of money as per my opinion.",3
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","The phone is perfect, but it has two plus points and two negative points:

Positive:
1. Camera is excellent in this budget segment.
2. Design and build quality is top notch.

Negative:
1. Battery drains quickly.
2. Heating issue.

Overall good phone",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Overall phone is good for normal use but there's heating issue if you use it for long time,3
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","The phone is fully functional and meets all expectations. I'm fully satisfied with it, especially the night photography. 📸✨ However, there's a heating issue that I think is due to the Exynos processor.
One suggestion: If you're planning to get an S23 FE, I'd recommend waiting a few months for the Snapdragon version. It'll be worth the wait!",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","This phone shouldn't be sold in col regions, I mean the heat produced by this phone could warm up an entire village",3
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","I can't tell the quality Flipkart gives in this price range
Good phone
Camera is excellent top quality
Performance. ...no one can beat
Awesome 👍😎",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","Pros:
1. Camera flagship level.
2. Display excellent.
3. Sound decent.
4. Software/UI excellent.

Cons:
1. Battery life is poor. Requires to be charged 2 times in a day.
Had m51 previously which easily lasted for 2 days on medium usage even after 3 years.
This one is a very step down from that.
2. Phone gets heated on medium usage (excluding gaming), but still manageable.",5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","I've been using this phone for 1.5 months now and I'm super impressed! 📸 The camera is a solid 4.9/5, and the performance is a speedy 4.7/5. 🔋 The battery life is a bit of a letdown at 3.5/5, it lasts for 10-12 hours of normal use. it charges fast - from 0 to 100% in just 1 hour and 20 minutes! 🔥 The Galaxy AI features are also amazing.

There was heating issue in the beginning but After the update this problem has been solved

😍 All in all, I'd give this phone a 4.5/5 rating. 👍",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Out Standing Performance By Camera And Display But Battery Not Up To The Mark And Also Little Bit Heat,4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","Honest review

Camera - 4 ⭐️
Battery - 3 ⭐️
Display - 4 ⭐️
Design - 5 ⭐️
Performance - 4 ⭐️",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","All good but battery performance is not so good...looks- very good
Performance - very good
Camera - very good
Design- good
Improve battery performance...",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Best phone under 40k,4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","Camera is awesome 👌 loved it ❤️
If you want to buy for camera don't hesitate
Design is mind blowing 🤯",5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Amazing product guys 🤩❤️❤️,5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","Good quality
Good Camara 👍
But this phone is very hitting issue 😒",5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","Overall a good phone for regular usage. Premium feel, fantastic display, fantastic speakers, fantastic camera. Bezels are little thick but wont bother you in regular usage. Phone not meant for gaming",5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Camera is good but mobile heating issue.,4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Very nice love it,5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","Display - 5/5
Camera - 5/5
Performance - 4.5/5
Look - 5/5
Battery - 4/5",5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","The phone is good overall. The camera is top notch best camera in this segment and display too is marvelous, The processor too is good but the reason I rated it 4 stars is because of the heating problem. Yes the phone gets hot even if u do simple tasks, the battery too is good but I think Samsung could do better. I would still advice u to buy the phone but keep the heating issue in mind",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","I love everything about the phone except the battery. It drains so fast that I have to put the phone in power saving to use it all day at work. Otherwise it's the best and the cameras, just mind-blowing.",4
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Good mobile you will not regret after buying it. Ai Features are worth metioning. Battery is little low but thats good in this price. Camera is awesome. Processor is also good.,5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","Camera, display is good but the phone heats a lot and the battery drains too quickly.",3
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews",Nice product as a whole. I dont play games so my battery lasts for around 36 hours.,5
"SAMSUNG Galaxy S23 FE (Mint, 256 GB) Reviews","Camera quality is amazing , performance is good reviewing after 3 months, design is premium just little heating issues while using . Overall satisfied with the product 👍",4
